asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251206_b17fb9.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260104_8a4403.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260110_0945a4.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260111_f2e862.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260117_51d3cc.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260118_1c2acc.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260125_9ad268.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260214_11e0eb.parquet,6,0,6,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20260221_487731.parquet,6,0,6,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-light-2024-w2-20260430-030932.parquet,6,0,6,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-light-2026-20260430-031445.parquet,6,0,6,0,6
defi,market-data-tick-defi-prd-central-element-323112,mtds-vault-share-price-20260504-123126.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250404_8c198a.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250411_cf4488.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250418_20cf28.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250425_08da54.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250502_c5c06a.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250508_97d988.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250510_d27659.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250511_e47e09.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250512_4c10e7.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20250514_315ecc.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251018_1396ae.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251019_177e16.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251025_e1d377.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251026_981d0e.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251101_76919e.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251102_9741c5.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251108_8a6bc3.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251109_e46da3.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251115_89fb31.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251116_30eb53.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251122_d75da8.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251123_5d5ed3.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251123_6450e8.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251127_e2046d.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251129_201be3.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251130_e742b5.parquet,5,0,5,0,6
prediction,instruments-store-pred-prd-central-element-323112,local_predict_20251207_94857c.parquet,5,0,5,0,6
